127.0.0.1 - - [16/Nov/2015:10:37:00 +0800] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:19:56 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:19:56 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:19:56 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 23325
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:19:56 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:19:56 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:19:56 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:19:56 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:19:56 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 23325
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:19:56 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:19:56 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:19:56 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:19:56 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:19:57 +0800] "GET /MyFirstJsp/getFiles.jsp?path=C:\\Program%20Files\\Java\\jdk1.7.0_80\\jre\\bin\\awt.dll HTTP/1.1" 200 159
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:20:05 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 23325
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:20:06 +0800] "GET /MyFirstJsp/getFiles.jsp?path= HTTP/1.1" 200 159
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:20:14 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 23325
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:20:18 +0800] "GET /MyFirstJsp/getFiles.jsp?path=C:\\Program%20Files\\Java\\jdk1.7.0_80\\jre\\bin\\dtplugin HTTP/1.1" 200 159
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:29 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 23325
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:29 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:29 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:29 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:29 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:31 +0800] "GET /MyFirstJsp/getFiles.jsp?path=C:\\Program%20Files\\Java\\jdk1.7.0_80\\jre\\bin\\attach.dll HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:32 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 23325
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:32 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:32 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:32 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:32 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:32 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 23325
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:32 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:32 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:32 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:32 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:33 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 23325
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:33 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:33 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:33 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:33 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:33 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 23325
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:33 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:33 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:33 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:33 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:21:34 +0800] "GET /MyFirstJsp/getFiles.jsp?path=C:\\Program%20Files\\Java\\jdk1.7.0_80\\jre\\bin\\dtplugin HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:32 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 23317
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:33 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 23317
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:33 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:33 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:33 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:33 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:34 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 23317
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:34 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:34 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:34 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:34 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:34 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 23317
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:34 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:34 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:34 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:34 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:38 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 23317
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:38 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:38 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:38 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:38 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:41 +0800] "GET /MyFirstJsp/getFiles.jsp?path=C:\\Program HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:46 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 23317
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:46 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:46 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:46 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:46 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:52 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 23317
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:52 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:52 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:52 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:52 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:52 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 23317
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:52 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:52 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:52 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:52 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:52 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 23317
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:52 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:52 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:52 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:52 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:52 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 23317
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:52 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:52 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:52 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:52 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:22:53 +0800] "GET /MyFirstJsp/getFiles.jsp?path=C:\\Program%20Files\\Java\\jdk1.7.0_80\\jre\\bin\\dtplugin HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:00 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 23317
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:10 +0800] "GET /MyFirstJsp/getFiles.jsp?path= HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:14 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 23317
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:14 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:14 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:14 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:14 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:19 +0800] "GET /MyFirstJsp/getFiles.jsp?path=C:\\Program%20Files\\Java\\jdk1.7.0_80\\jre\\bin\\dtplugin HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:58 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 2616
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:58 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:58 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:58 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:58 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:58 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 2616
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:59 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:59 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:59 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:59 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:59 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 2616
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:59 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:59 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:59 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:23:59 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:01 +0800] "GET /MyFirstJsp/getFiles.jsp?path=E:\\java\\java2 HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:04 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 2616
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:04 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:04 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:04 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:04 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:04 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 2616
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:04 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:04 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:04 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 2616
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:04 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:04 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:04 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:04 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:04 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 2616
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:04 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:04 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:05 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:05 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:06 +0800] "GET /MyFirstJsp/getFiles.jsp?path=E:\\java\\java2 HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:08 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 2616
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:08 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:08 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:08 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:08 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:09 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 2616
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:10 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:10 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:10 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:10 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:10 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 2616
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:10 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:10 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:10 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:10 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:10 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 2616
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:10 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:10 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:10 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:10 +0800] "GET /MyFirstJsp/img/11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:11 +0800] "GET /MyFirstJsp/getFiles.jsp?path=E:\\java\\java2 HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:28 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 1736
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:28 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:28 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:28 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:31 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 1736
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:31 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:31 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:31 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:31 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 1736
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:31 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:31 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:24:31 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:25:30 +0800] "GET /MyFirstJsp/getFiles.jsp?path=E:\\java\\java2 HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:25:43 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 1735
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:25:43 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:25:43 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:25:43 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:25:43 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 1735
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:25:43 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:25:43 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:25:43 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:25:43 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 1735
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:25:43 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:25:43 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:25:43 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:25:43 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 1735
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:25:43 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:25:43 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:25:43 +0800] "GET /MyFirstJsp/img/24.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:25:43 +0800] "GET /MyFirstJsp/work2.jsp HTTP/1.1" 200 1735
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:25:43 +0800] "GET /MyFirstJsp/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2015:18:25:43 +0800] "GET /MyFirstJsp/css/layout.css HTTP/1.1" 304 -
